master_customer_id,Source,State,Store/Location,Start Date,Membership #,Status,Membership $,Cash $,Check $,Credit $,Debit $,Electronic $,Gift $,Merchant $,Sales Tax $
847835,Nimble,Illinois,Zen Leaf Highland Park,4/1/2024,Membership 0001161 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
4576241,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001053 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2899766,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001056 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
5250059,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001047 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2460694,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001046 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1132917,Nimble,Illinois,Zen Leaf Evanston,4/1/2024,Membership 0001077 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
2554661,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001059 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
1301667,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001045 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2548232,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001065 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3146383,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001055 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3558485,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001162 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1919432,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001061 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
5101998,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001163 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1427023,Nimble,Illinois,Zen Leaf Pilsen,4/1/2024,Membership 0001043 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
3850239,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001044 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
568506,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001072 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
838276,Dutchie,Illinois,Dutchie Prospect Heights,4/1/2024,Membership 0001282 Quarter Membership,Current,199.2,0,0,0,270,0,0,0,0.20418
5249895,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001034 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
833868,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001023 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
5249732,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001025 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2912394,Nimble,Illinois,Zen Leaf West Loop,4/1/2024,Membership 0001016 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
5251130,Nimble,Illinois,Zen Leaf Prospect Heights,4/1/2024,Membership 0001198 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
3384678,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001176 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1813184,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0000992 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2829029,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0000993 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
510823,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0000991 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3353659,Nimble,Illinois,Zen Leaf West Loop,4/1/2024,Membership 0000987 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
536293,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0000988 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
889750,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0000985 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2167464,Nimble,Illinois,Zen Leaf Rogers Park,4/1/2024,Membership 0000982 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1813794,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0000980 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2370342,Nimble,Illinois,Zen Leaf Evanston,4/1/2024,Membership 0000995 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3790474,Nimble,Illinois,Zen Leaf West Loop,4/1/2024,Membership 0000978 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2600473,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0000976 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
5249438,Nimble,New Jersey,Zen Leaf Elizabeth,4/1/2024,Membership 0000984 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
4512566,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001164 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1708156,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0000975 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1341960,Nimble,Illinois,Zen Leaf West Loop,4/1/2024,Membership 0000973 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1261775,Nimble,Illinois,Zen Leaf Evanston,4/1/2024,Membership 0000969 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
2947741,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0000972 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1001560,Nimble,Illinois,Zen Leaf Evanston,4/1/2024,Membership 0000968 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
2598282,Nimble,Illinois,Zen Leaf Lombard,4/1/2024,Membership 0000967 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
4109171,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0000970 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1845539,Nimble,Illinois,Zen Leaf Rogers Park,4/1/2024,Membership 0000983 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2193231,Nimble,Illinois,Zen Leaf Rogers Park,4/1/2024,Membership 0000996 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1078301,Nimble,Illinois,Zen Leaf Pilsen,4/1/2024,Membership 0001000 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3306921,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0000998 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
4566833,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001017 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3516923,Nimble,New Jersey,Zen Leaf Elizabeth,4/1/2024,Membership 0001015 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1769357,Nimble,Illinois,Zen Leaf Naperville,4/1/2024,Membership 0001057 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
855745,Nimble,Illinois,Zen Leaf Evanston,4/1/2024,Membership 0001024 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1846463,Dutchie,Illinois,Dutchie Prospect Heights,4/1/2024,Membership 0004275 Dime Membership,Current,134.1,0,0,0,200,0,0,0,0.1374525
4800800,Nimble,New Jersey,Zen Leaf Elizabeth,4/1/2024,Membership 0001112 Quarter Membership,Current,199,0,0,0,0,0,0,199,0
2243276,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001013 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1729078,Nimble,Illinois,Zen Leaf Naperville,4/1/2024,Membership 0001010 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2280108,Nimble,Illinois,Zen Leaf Pilsen,4/1/2024,Membership 0001014 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
5249664,Nimble,Illinois,Zen Leaf Rogers Park,4/1/2024,Membership 0001006 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2554938,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001012 Quarter Membership,Current,199,0,0,0,0,0,0,199,0
1093640,Dutchie,Illinois,Dutchie Rogers Park,4/1/2024,Membership 0001159 Quarter Membership,Current,199.2,280,0,0,0,0,0,0,0.20418
514301,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001011 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
565949,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001007 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3036238,Nimble,New Jersey,Zen Leaf Elizabeth,4/1/2024,Membership 0001003 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1977502,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001004 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
714006,Dutchie,Illinois,Dutchie Saint Charles,4/1/2024,Membership 0000884 Quarter Membership,Current,199.2,180,0,0,180,0,0,0,0.20418
493349,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001005 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2544984,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001196 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
1620058,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001022 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2956180,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001001 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3109842,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0000997 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1602262,Nimble,Illinois,Zen Leaf Pilsen,4/1/2024,Membership 0000999 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
5250711,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001135 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3061015,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001064 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3520559,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001029 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2444702,Nimble,New Jersey,Zen Leaf Elizabeth,4/1/2024,Membership 0001063 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
4837259,Nimble,Illinois,Zen Leaf West Loop,4/1/2024,Membership 0001152 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3190658,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001108 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
805113,Nimble,Illinois,Zen Leaf Aurora,4/1/2024,Membership 0001109 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2120386,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001126 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2456313,Nimble,Illinois,Zen Leaf Naperville,4/1/2024,Membership 0001116 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3395257,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001128 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
2937826,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001132 Quarter Membership,Current,199,0,0,0,0,0,0,199,0
2637567,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001131 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1123235,Nimble,Illinois,Zen Leaf Lombard,4/1/2024,Membership 0001130 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2980812,Nimble,Illinois,Zen Leaf Aurora,4/1/2024,Membership 0001110 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1957381,Nimble,Illinois,Zen Leaf Pilsen,4/1/2024,Membership 0001134 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
5011040,Nimble,Illinois,Zen Leaf Pilsen,4/1/2024,Membership 0001107 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3777958,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001133 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3088711,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001106 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
5250425,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001105 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2599945,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001104 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
5250364,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001103 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3179973,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001138 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3922798,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001101 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1437519,Nimble,Illinois,Zen Leaf Pilsen,4/1/2024,Membership 0001137 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
5141385,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001099 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1065519,Nimble,Illinois,Zen Leaf West Loop,4/1/2024,Membership 0001125 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
1244810,Nimble,Illinois,Zen Leaf Evanston,4/1/2024,Membership 0001113 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
829268,Nimble,Illinois,Zen Leaf Highland Park,4/1/2024,Membership 0001122 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1243895,Nimble,Illinois,Zen Leaf Rogers Park,4/1/2024,Membership 0001124 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
2179091,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001121 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
5081743,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001114 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
4251163,Dutchie,New Jersey,Dutchie Lawrence Rec,4/1/2024,Membership 0000846 Quarter Membership,Current,199,200,0,0,0,0,0,0,13.18375
2449623,Dutchie,New Jersey,Dutchie Lawrence Rec,4/1/2024,Membership 0000916 Dime Membership,Current,134,0,0,0,155,0,0,0,8.877500000000001
2723399,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001129 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2449623,Dutchie,New Jersey,Dutchie Lawrence Rec,4/1/2024,Membership 0000916 Dime Membership,Future,134,0,0,0,155,0,0,0,8.877500000000001
2414538,Dutchie,New Jersey,Dutchie Lawrence Rec,4/1/2024,Membership 0000915 Quarter Membership,Current,199,0,0,0,200,0,0,0,13.18375
1243862,Dutchie,Illinois,Dutchie Rogers Park,4/1/2024,Membership 0000848 Quarter Membership,Future,199.2,200,0,0,0,0,0,0,0.20418
1243862,Dutchie,Illinois,Dutchie Rogers Park,4/1/2024,Membership 0000848 Quarter Membership,Current,199.2,200,0,0,0,0,0,0,0.20418
1122942,Dutchie,New Jersey,Dutchie Lawrence Rec,4/1/2024,Membership 0000930 Dime Membership,Current,134,0,0,0,135,0,0,0,8.877500000000001
524103,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001142 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2616693,Dutchie,New Jersey,Dutchie Neptune Rec,4/1/2024,Membership 0000855 Quarter Membership,Current,199,420,0,0,140,0,0,0,13.18375
1814526,Dutchie,New Jersey,Dutchie Neptune Rec,4/1/2024,Membership 0000979 Quarter Membership,Current,199,200,0,0,0,0,0,0,13.18375
2768141,Dutchie,New Jersey,Dutchie Elizabeth Rec,4/1/2024,Membership 0004215 Quarter Membership,Current,199,200,0,0,0,0,0,0,13.18375
750492,Dutchie,Illinois,Dutchie Naperville,4/1/2024,Membership 0001009 Quarter Membership,Future,199.2,0,0,0,240,0,0,0,0.20418
750492,Dutchie,Illinois,Dutchie Naperville,4/1/2024,Membership 0001009 Quarter Membership,Current,199.2,0,0,0,240,0,0,0,0.20418
1343047,Nimble,Illinois,Zen Leaf Rogers Park,4/1/2024,Membership 0001119 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3278290,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001123 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1705901,Nimble,Illinois,Zen Leaf Highland Park,4/1/2024,Membership 0001120 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
492864,Dutchie,Illinois,Dutchie Saint Charles,4/1/2024,Membership 0001635 Quarter Membership,Future,199.2,0,0,0,200,0,0,0,0.20418
492864,Dutchie,Illinois,Dutchie Saint Charles,4/1/2024,Membership 0001635 Quarter Membership,Current,199.2,0,0,0,200,0,0,0,0.20418
629595,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001127 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
1816147,Dutchie,New Jersey,Dutchie Neptune Rec,4/1/2024,Membership 0000890 Quarter Membership,Current,199,200,0,0,0,0,0,0,13.18375
888798,Nimble,Illinois,Zen Leaf Highland Park,4/1/2024,Membership 0001160 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2181053,Nimble,Illinois,Zen Leaf Pilsen,4/1/2024,Membership 0001139 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
4015873,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001140 Quarter Membership,Current,199,0,0,0,0,0,0,199,0
2450828,Nimble,New Jersey,Zen Leaf Elizabeth,4/1/2024,Membership 0001083 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
2258430,Nimble,New Jersey,Zen Leaf Neptune,4/1/2024,Membership 0001081 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
729829,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001169 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
1234634,Nimble,Illinois,Zen Leaf Evanston,4/1/2024,Membership 0001080 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
2496375,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001088 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2568175,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001076 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2484550,Nimble,New Jersey,Zen Leaf Elizabeth,4/1/2024,Membership 0001153 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2009695,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001094 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
820165,Nimble,Illinois,Zen Leaf St. Charles,4/1/2024,Membership 0001075 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
1426557,Nimble,Illinois,Zen Leaf Pilsen,4/1/2024,Membership 0001079 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
3488046,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001078 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
2661463,Nimble,New Jersey,Zen Leaf Lawrence,4/1/2024,Membership 0001074 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
3810681,Nimble,New Jersey,Zen Leaf Elizabeth,4/1/2024,Membership 0001179 Dime Membership,Current,134,0,0,0,0,0,0,142.38,8.38
1671203,Nimble,Illinois,Zen Leaf Rogers Park,4/1/2024,Membership 0001082 Quarter Membership,Current,199,0,0,0,0,0,0,211.44,12.44
